"CODGE","NUME","Lon","Lat","time","day_length"
747356,"Ocna Sugatag",23.9405,47.777,2021-03-01 00:00:00,11.06693441742
747356,"Ocna Sugatag",23.9405,47.777,2021-03-02 00:00:00,11.1240921305948
747356,"Ocna Sugatag",23.9405,47.777,2021-03-03 00:00:00,11.1813641155428
747356,"Ocna Sugatag",23.9405,47.777,2021-03-04 00:00:00,11.2387413527568
747356,"Ocna Sugatag",23.9405,47.777,2021-03-05 00:00:00,11.2962151508199
747356,"Ocna Sugatag",23.9405,47.777,2021-03-06 00:00:00,11.3537771289878
747356,"Ocna Sugatag",23.9405,47.777,2021-03-07 00:00:00,11.411419197917
747356,"Ocna Sugatag",23.9405,47.777,2021-03-08 00:00:00,11.469133541584
747356,"Ocna Sugatag",23.9405,47.777,2021-03-09 00:00:00,11.5269125986099
747356,"Ocna Sugatag",23.9405,47.777,2021-03-10 00:00:00,11.5847490439812
747356,"Ocna Sugatag",23.9405,47.777,2021-03-11 00:00:00,11.6426357705726
747356,"Ocna Sugatag",23.9405,47.777,2021-03-12 00:00:00,11.7005658712652
747356,"Ocna Sugatag",23.9405,47.777,2021-03-13 00:00:00,11.7585326204697
747356,"Ocna Sugatag",23.9405,47.777,2021-03-14 00:00:00,11.8165294561121
747356,"Ocna Sugatag",23.9405,47.777,2021-03-15 00:00:00,11.8745499618848
747356,"Ocna Sugatag",23.9405,47.777,2021-03-16 00:00:00,11.9325878491004
747356,"Ocna Sugatag",23.9405,47.777,2021-03-17 00:00:00,11.9906369392077
747356,"Ocna Sugatag",23.9405,47.777,2021-03-18 00:00:00,12.0486911460426
747356,"Ocna Sugatag",23.9405,47.777,2021-03-19 00:00:00,12.106744458278
747356,"Ocna Sugatag",23.9405,47.777,2021-03-20 00:00:00,12.1647909220722
747356,"Ocna Sugatag",23.9405,47.777,2021-03-21 00:00:00,12.2228246233861
747356,"Ocna Sugatag",23.9405,47.777,2021-03-22 00:00:00,12.2808396714926
747356,"Ocna Sugatag",23.9405,47.777,2021-03-23 00:00:00,12.3388301808967
747356,"Ocna Sugatag",23.9405,47.777,2021-03-24 00:00:00,12.3967902548446
747356,"Ocna Sugatag",23.9405,47.777,2021-03-25 00:00:00,12.4547139684359
747356,"Ocna Sugatag",23.9405,47.777,2021-03-26 00:00:00,12.5125953512059
747356,"Ocna Sugatag",23.9405,47.777,2021-03-27 00:00:00,12.5704283707009
747356,"Ocna Sugatag",23.9405,47.777,2021-03-28 00:00:00,12.628206915723
747356,"Ocna Sugatag",23.9405,47.777,2021-03-29 01:00:00,12.6859247794416
747356,"Ocna Sugatag",23.9405,47.777,2021-03-30 01:00:00,12.7435756429699
747356,"Ocna Sugatag",23.9405,47.777,2021-03-31 01:00:00,12.8011530587408
747356,"Ocna Sugatag",23.9405,47.777,2021-04-01 01:00:00,12.8586504342159
747356,"Ocna Sugatag",23.9405,47.777,2021-04-02 01:00:00,12.916061015394
747356,"Ocna Sugatag",23.9405,47.777,2021-04-03 01:00:00,12.9733778703875
747356,"Ocna Sugatag",23.9405,47.777,2021-04-04 01:00:00,13.0305938733286
747356,"Ocna Sugatag",23.9405,47.777,2021-04-05 01:00:00,13.0877016886738
747356,"Ocna Sugatag",23.9405,47.777,2021-04-06 01:00:00,13.1446937543154
747356,"Ocna Sugatag",23.9405,47.777,2021-04-07 01:00:00,13.2015622663498
747356,"Ocna Sugatag",23.9405,47.777,2021-04-08 01:00:00,13.2582991632488
747356,"Ocna Sugatag",23.9405,47.777,2021-04-09 01:00:00,13.3148961098989
747356,"Ocna Sugatag",23.9405,47.777,2021-04-10 01:00:00,13.3713444825013
747356,"Ocna Sugatag",23.9405,47.777,2021-04-11 01:00:00,13.4276353530089
747356,"Ocna Sugatag",23.9405,47.777,2021-04-12 01:00:00,13.4837594740921
747356,"Ocna Sugatag",23.9405,47.777,2021-04-13 01:00:00,13.5397072647015
747356,"Ocna Sugatag",23.9405,47.777,2021-04-14 01:00:00,13.5954687946373
747356,"Ocna Sugatag",23.9405,47.777,2021-04-15 01:00:00,13.6510337711043
747356,"Ocna Sugatag",23.9405,47.777,2021-04-16 01:00:00,13.7063915242751
747356,"Ocna Sugatag",23.9405,47.777,2021-04-17 01:00:00,13.7615309937795
747356,"Ocna Sugatag",23.9405,47.777,2021-04-18 01:00:00,13.8164407157236
747356,"Ocna Sugatag",23.9405,47.777,2021-04-19 01:00:00,13.8711088095771
747356,"Ocna Sugatag",23.9405,47.777,2021-04-20 01:00:00,13.9255229664511
747356,"Ocna Sugatag",23.9405,47.777,2021-04-21 01:00:00,13.9796704369783
747356,"Ocna Sugatag",23.9405,47.777,2021-04-22 01:00:00,14.0335380207168
747356,"Ocna Sugatag",23.9405,47.777,2021-04-23 01:00:00,14.087112055752
747356,"Ocna Sugatag",23.9405,47.777,2021-04-24 01:00:00,14.1403784087631
747356,"Ocna Sugatag",23.9405,47.777,2021-04-25 01:00:00,14.1933224668768
747356,"Ocna Sugatag",23.9405,47.777,2021-04-26 01:00:00,14.2459291294548
747356,"Ocna Sugatag",23.9405,47.777,2021-04-27 01:00:00,14.2981828014056
747356,"Ocna Sugatag",23.9405,47.777,2021-04-28 01:00:00,14.350067387157
747356,"Ocna Sugatag",23.9405,47.777,2021-04-29 01:00:00,14.4015662864844
747356,"Ocna Sugatag",23.9405,47.777,2021-04-30 01:00:00,14.4526623908016
747356,"Ocna Sugatag",23.9405,47.777,2021-05-01 01:00:00,14.503338081042
747356,"Ocna Sugatag",23.9405,47.777,2021-05-02 01:00:00,14.553575227393
747356,"Ocna Sugatag",23.9405,47.777,2021-05-03 01:00:00,14.6033551898268
747356,"Ocna Sugatag",23.9405,47.777,2021-05-04 01:00:00,14.6526588208808
747356,"Ocna Sugatag",23.9405,47.777,2021-05-05 01:00:00,14.7014664698309
747356,"Ocna Sugatag",23.9405,47.777,2021-05-06 01:00:00,14.7497579887178
747356,"Ocna Sugatag",23.9405,47.777,2021-05-07 01:00:00,14.7975127404928
747356,"Ocna Sugatag",23.9405,47.777,2021-05-08 01:00:00,14.8447096089522
747356,"Ocna Sugatag",23.9405,47.777,2021-05-09 01:00:00,14.8913270107243
747356,"Ocna Sugatag",23.9405,47.777,2021-05-10 01:00:00,14.9373429101043
747356,"Ocna Sugatag",23.9405,47.777,2021-05-11 01:00:00,14.9827348353465
747356,"Ocna Sugatag",23.9405,47.777,2021-05-12 01:00:00,15.0274798979362
747356,"Ocna Sugatag",23.9405,47.777,2021-05-13 01:00:00,15.0715548141135
747356,"Ocna Sugatag",23.9405,47.777,2021-05-14 01:00:00,15.1149359287818
747356,"Ocna Sugatag",23.9405,47.777,2021-05-15 01:00:00,15.1575992427932
747356,"Ocna Sugatag",23.9405,47.777,2021-05-16 01:00:00,15.1995204415586
747356,"Ocna Sugatag",23.9405,47.777,2021-05-17 01:00:00,15.2406749278307
747356,"Ocna Sugatag",23.9405,47.777,2021-05-18 01:00:00,15.281037856208
747356,"Ocna Sugatag",23.9405,47.777,2021-05-19 01:00:00,15.3205841704872
747356,"Ocna Sugatag",23.9405,47.777,2021-05-20 01:00:00,15.3592886446582
747356,"Ocna Sugatag",23.9405,47.777,2021-05-21 01:00:00,15.3971259250244
747356,"Ocna Sugatag",23.9405,47.777,2021-05-22 01:00:00,15.4340705766943
747356,"Ocna Sugatag",23.9405,47.777,2021-05-23 01:00:00,15.4700971314642
747356,"Ocna Sugatag",23.9405,47.777,2021-05-24 01:00:00,15.5051801388794
747356,"Ocna Sugatag",23.9405,47.777,2021-05-25 01:00:00,15.5392942193482
747356,"Ocna Sugatag",23.9405,47.777,2021-05-26 01:00:00,15.5724141198397
747356,"Ocna Sugatag",23.9405,47.777,2021-05-27 01:00:00,15.6045147715012
747356,"Ocna Sugatag",23.9405,47.777,2021-05-28 01:00:00,15.6355713494619
747356,"Ocna Sugatag",23.9405,47.777,2021-05-29 01:00:00,15.6655593339602
747356,"Ocna Sugatag",23.9405,47.777,2021-05-30 01:00:00,15.694454573724
747356,"Ocna Sugatag",23.9405,47.777,2021-05-31 01:00:00,15.7222333496809
747356,"Ocna Sugatag",23.9405,47.777,2021-06-01 01:00:00,15.7488724405236
747356,"Ocna Sugatag",23.9405,47.777,2021-06-02 01:00:00,15.7743491882086
747356,"Ocna Sugatag",23.9405,47.777,2021-06-03 01:00:00,15.7986415645149
747356,"Ocna Sugatag",23.9405,47.777,2021-06-04 01:00:00,15.8217282368077
747356,"Ocna Sugatag",23.9405,47.777,2021-06-05 01:00:00,15.8435886341996
747356,"Ocna Sugatag",23.9405,47.777,2021-06-06 01:00:00,15.8642030127181
747356,"Ocna Sugatag",23.9405,47.777,2021-06-07 01:00:00,15.8835525188181
747356,"Ocna Sugatag",23.9405,47.777,2021-06-08 01:00:00,15.9016192520989
747356,"Ocna Sugatag",23.9405,47.777,2021-06-09 01:00:00,15.9183863260349
747356,"Ocna Sugatag",23.9405,47.777,2021-06-10 01:00:00,15.9338379257917
747356,"Ocna Sugatag",23.9405,47.777,2021-06-11 01:00:00,15.9479593638579
747356,"Ocna Sugatag",23.9405,47.777,2021-06-12 01:00:00,15.9607371322314
747356,"Ocna Sugatag",23.9405,47.777,2021-06-13 01:00:00,15.9721589514944
747356,"Ocna Sugatag",23.9405,47.777,2021-06-14 01:00:00,15.9822138157818
747356,"Ocna Sugatag",23.9405,47.777,2021-06-15 01:00:00,15.9908920333121
747356,"Ocna Sugatag",23.9405,47.777,2021-06-16 01:00:00,15.9981852631436
747356,"Ocna Sugatag",23.9405,47.777,2021-06-17 01:00:00,16.0040865461694
747356,"Ocna Sugatag",23.9405,47.777,2021-06-18 01:00:00,16.0085903321372
747356,"Ocna Sugatag",23.9405,47.777,2021-06-19 01:00:00,16.0116925006443
747356,"Ocna Sugatag",23.9405,47.777,2021-06-20 01:00:00,16.0133903770314
747356,"Ocna Sugatag",23.9405,47.777,2021-06-21 01:00:00,16.0136827426487
747356,"Ocna Sugatag",23.9405,47.777,2021-06-22 01:00:00,16.0125698397557
747356,"Ocna Sugatag",23.9405,47.777,2021-06-23 01:00:00,16.0100533701976
747356,"Ocna Sugatag",23.9405,47.777,2021-06-24 01:00:00,16.0061364893781
747356,"Ocna Sugatag",23.9405,47.777,2021-06-25 01:00:00,16.0008237934113
747356,"Ocna Sugatag",23.9405,47.777,2021-06-26 01:00:00,15.9941213019689
747356,"Ocna Sugatag",23.9405,47.777,2021-06-27 01:00:00,15.9860364346372
747356,"Ocna Sugatag",23.9405,47.777,2021-06-28 01:00:00,15.9765779834323
747356,"Ocna Sugatag",23.9405,47.777,2021-06-29 01:00:00,15.9657560790247
747356,"Ocna Sugatag",23.9405,47.777,2021-06-30 01:00:00,15.9535821529892
747356,"Ocna Sugatag",23.9405,47.777,2021-07-01 01:00:00,15.940068895883
747356,"Ocna Sugatag",23.9405,47.777,2021-07-02 01:00:00,15.925230210291
747356,"Ocna Sugatag",23.9405,47.777,2021-07-03 01:00:00,15.9090811612871
747356,"Ocna Sugatag",23.9405,47.777,2021-07-04 01:00:00,15.8916379227903
747356,"Ocna Sugatag",23.9405,47.777,2021-07-05 01:00:00,15.8729177210728
747356,"Ocna Sugatag",23.9405,47.777,2021-07-06 01:00:00,15.8529387758176
747356,"Ocna Sugatag",23.9405,47.777,2021-07-07 01:00:00,15.8317202387916
747356,"Ocna Sugatag",23.9405,47.777,2021-07-08 01:00:00,15.8092821309964
747356,"Ocna Sugatag",23.9405,47.777,2021-07-09 01:00:00,15.78564527803
747356,"Ocna Sugatag",23.9405,47.777,2021-07-10 01:00:00,15.7608312448528
747356,"Ocna Sugatag",23.9405,47.777,2021-07-11 01:00:00,15.7348622698916
747356,"Ocna Sugatag",23.9405,47.777,2021-07-12 01:00:00,15.7077611984809
747356,"Ocna Sugatag",23.9405,47.777,2021-07-13 01:00:00,15.6795514169004
747356,"Ocna Sugatag",23.9405,47.777,2021-07-14 01:00:00,15.6502567866113
747356,"Ocna Sugatag",23.9405,47.777,2021-07-15 01:00:00,15.6199015798171
747356,"Ocna Sugatag",23.9405,47.777,2021-07-16 01:00:00,15.5885104148255
747356,"Ocna Sugatag",23.9405,47.777,2021-07-17 01:00:00,15.5561081943909
747356,"Ocna Sugatag",23.9405,47.777,2021-07-18 01:00:00,15.5227200442553
747356,"Ocna Sugatag",23.9405,47.777,2021-07-19 01:00:00,15.4883712544706
747356,"Ocna Sugatag",23.9405,47.777,2021-07-20 01:00:00,15.453087222245
747356,"Ocna Sugatag",23.9405,47.777,2021-07-21 01:00:00,15.4168933971723
747356,"Ocna Sugatag",23.9405,47.777,2021-07-22 01:00:00,15.3798152287139
747356,"Ocna Sugatag",23.9405,47.777,2021-07-23 01:00:00,15.3418781160646
747356,"Ocna Sugatag",23.9405,47.777,2021-07-24 01:00:00,15.3031073607339
747356,"Ocna Sugatag",23.9405,47.777,2021-07-25 01:00:00,15.2635281218423
747356,"Ocna Sugatag",23.9405,47.777,2021-07-26 01:00:00,15.2231653738022
747356,"Ocna Sugatag",23.9405,47.777,2021-07-27 01:00:00,15.1820438671774
747356,"Ocna Sugatag",23.9405,47.777,2021-07-28 01:00:00,15.1401880917284
747356,"Ocna Sugatag",23.9405,47.777,2021-07-29 01:00:00,15.0976222423712
747356,"Ocna Sugatag",23.9405,47.777,2021-07-30 01:00:00,15.0543701882495
747356,"Ocna Sugatag",23.9405,47.777,2021-07-31 01:00:00,15.0104554443227
747356,"Ocna Sugatag",23.9405,47.777,2021-08-01 01:00:00,14.9659011448754
747356,"Ocna Sugatag",23.9405,47.777,2021-08-02 01:00:00,14.920730020735
747356,"Ocna Sugatag",23.9405,47.777,2021-08-03 01:00:00,14.8749643783437
747356,"Ocna Sugatag",23.9405,47.777,2021-08-04 01:00:00,14.8286260812812
747356,"Ocna Sugatag",23.9405,47.777,2021-08-05 01:00:00,14.7817365343041
747356,"Ocna Sugatag",23.9405,47.777,2021-08-06 01:00:00,14.7343166697025
747356,"Ocna Sugatag",23.9405,47.777,2021-08-07 01:00:00,14.6863869357109
747356,"Ocna Sugatag",23.9405,47.777,2021-08-08 01:00:00,14.6379672869047
747356,"Ocna Sugatag",23.9405,47.777,2021-08-09 01:00:00,14.5890771769815
747356,"Ocna Sugatag",23.9405,47.777,2021-08-10 01:00:00,14.5397355526686
747356,"Ocna Sugatag",23.9405,47.777,2021-08-11 01:00:00,14.489960850411
747356,"Ocna Sugatag",23.9405,47.777,2021-08-12 01:00:00,14.4397709939215
747356,"Ocna Sugatag",23.9405,47.777,2021-08-13 01:00:00,14.3891833936506
747356,"Ocna Sugatag",23.9405,47.777,2021-08-14 01:00:00,14.3382149475151
747356,"Ocna Sugatag",23.9405,47.777,2021-08-15 01:00:00,14.2868820434809
747356,"Ocna Sugatag",23.9405,47.777,2021-08-16 01:00:00,14.2352005628745
747356,"Ocna Sugatag",23.9405,47.777,2021-08-17 01:00:00,14.1831858852175
747356,"Ocna Sugatag",23.9405,47.777,2021-08-18 01:00:00,14.1308528940545
747356,"Ocna Sugatag",23.9405,47.777,2021-08-19 01:00:00,14.0782159837087
747356,"Ocna Sugatag",23.9405,47.777,2021-08-20 01:00:00,14.0252890672949
747356,"Ocna Sugatag",23.9405,47.777,2021-08-21 01:00:00,13.9720855853955
747356,"Ocna Sugatag",23.9405,47.777,2021-08-22 01:00:00,13.9186185153325
747356,"Ocna Sugatag",23.9405,47.777,2021-08-23 01:00:00,13.8649003813002
747356,"Ocna Sugatag",23.9405,47.777,2021-08-24 01:00:00,13.8109432654248
747356,"Ocna Sugatag",23.9405,47.777,2021-08-25 01:00:00,13.7567588188251
747356,"Ocna Sugatag",23.9405,47.777,2021-08-26 01:00:00,13.7023582740625
747356,"Ocna Sugatag",23.9405,47.777,2021-08-27 01:00:00,13.6477524569962
747356,"Ocna Sugatag",23.9405,47.777,2021-08-28 01:00:00,13.5929517998298
747356,"Ocna Sugatag",23.9405,47.777,2021-08-29 01:00:00,13.5379663544893
747356,"Ocna Sugatag",23.9405,47.777,2021-08-30 01:00:00,13.4828058058023
747356,"Ocna Sugatag",23.9405,47.777,2021-08-31 01:00:00,13.4274794856707
747356,"Ocna Sugatag",23.9405,47.777,2021-09-01 01:00:00,13.3719963870446
747356,"Ocna Sugatag",23.9405,47.777,2021-09-02 01:00:00,13.3163651781612
747356,"Ocna Sugatag",23.9405,47.777,2021-09-03 01:00:00,13.2605942170488
747356,"Ocna Sugatag",23.9405,47.777,2021-09-04 01:00:00,13.2046915664938
747356,"Ocna Sugatag",23.9405,47.777,2021-09-05 01:00:00,13.1486650085449
747356,"Ocna Sugatag",23.9405,47.777,2021-09-06 01:00:00,13.0925220598777
747356,"Ocna Sugatag",23.9405,47.777,2021-09-07 01:00:00,13.0362699862983
747356,"Ocna Sugatag",23.9405,47.777,2021-09-08 01:00:00,12.979915818572
747356,"Ocna Sugatag",23.9405,47.777,2021-09-09 01:00:00,12.9234663671917
747356,"Ocna Sugatag",23.9405,47.777,2021-09-10 01:00:00,12.8669282381402
747356,"Ocna Sugatag",23.9405,47.777,2021-09-11 01:00:00,12.8103078479237
747356,"Ocna Sugatag",23.9405,47.777,2021-09-12 01:00:00,12.7536114392016
747356,"Ocna Sugatag",23.9405,47.777,2021-09-13 01:00:00,12.6968450962835
747356,"Ocna Sugatag",23.9405,47.777,2021-09-14 01:00:00,12.6400147609578
747356,"Ocna Sugatag",23.9405,47.777,2021-09-15 01:00:00,12.583126247459
747356,"Ocna Sugatag",23.9405,47.777,2021-09-16 01:00:00,12.5261852588256
747356,"Ocna Sugatag",23.9405,47.777,2021-09-17 01:00:00,12.4691974021991
747356,"Ocna Sugatag",23.9405,47.777,2021-09-18 01:00:00,12.4121682047182
747356,"Ocna Sugatag",23.9405,47.777,2021-09-19 01:00:00,12.3551031295458
747356,"Ocna Sugatag",23.9405,47.777,2021-09-20 01:00:00,12.2980075913668
747356,"Ocna Sugatag",23.9405,47.777,2021-09-21 01:00:00,12.2408869724141
747356,"Ocna Sugatag",23.9405,47.777,2021-09-22 01:00:00,12.1837466388941
747356,"Ocna Sugatag",23.9405,47.777,2021-09-23 01:00:00,12.1265919564168
747356,"Ocna Sugatag",23.9405,47.777,2021-09-24 01:00:00,12.0694283065531
747356,"Ocna Sugatag",23.9405,47.777,2021-09-25 01:00:00,12.0122611032592
747356,"Ocna Sugatag",23.9405,47.777,2021-09-26 01:00:00,11.9550958087709
747356,"Ocna Sugatag",23.9405,47.777,2021-09-27 01:00:00,11.8979379502932
747356,"Ocna Sugatag",23.9405,47.777,2021-09-28 01:00:00,11.8407931362258
747356,"Ocna Sugatag",23.9405,47.777,2021-09-29 01:00:00,11.783667073316
747356,"Ocna Sugatag",23.9405,47.777,2021-09-30 01:00:00,11.7265655830834
747356,"Ocna Sugatag",23.9405,47.777,2021-10-01 01:00:00,11.6694946184423
747356,"Ocna Sugatag",23.9405,47.777,2021-10-02 01:00:00,11.6124602813191
747356,"Ocna Sugatag",23.9405,47.777,2021-10-03 01:00:00,11.5554688389434
747356,"Ocna Sugatag",23.9405,47.777,2021-10-04 01:00:00,11.4985267415974
747356,"Ocna Sugatag",23.9405,47.777,2021-10-05 01:00:00,11.4416406397687
747356,"Ocna Sugatag",23.9405,47.777,2021-10-06 01:00:00,11.3848174015019
747356,"Ocna Sugatag",23.9405,47.777,2021-10-07 01:00:00,11.3280641300148
747356,"Ocna Sugatag",23.9405,47.777,2021-10-08 01:00:00,11.2713881811168
747356,"Ocna Sugatag",23.9405,47.777,2021-10-09 01:00:00,11.2147971811559
747356,"Ocna Sugatag",23.9405,47.777,2021-10-10 01:00:00,11.1582990446356
747356,"Ocna Sugatag",23.9405,47.777,2021-10-11 01:00:00,11.1019019920296
747356,"Ocna Sugatag",23.9405,47.777,2021-10-12 01:00:00,11.0456145676639
747356,"Ocna Sugatag",23.9405,47.777,2021-10-13 01:00:00,10.9894456577301
747356,"Ocna Sugatag",23.9405,47.777,2021-10-14 01:00:00,10.9334045079682
747356,"Ocna Sugatag",23.9405,47.777,2021-10-15 01:00:00,10.8775007414818
747356,"Ocna Sugatag",23.9405,47.777,2021-10-16 01:00:00,10.8217443766859
747356,"Ocna Sugatag",23.9405,47.777,2021-10-17 01:00:00,10.7661458447244
747356,"Ocna Sugatag",23.9405,47.777,2021-10-18 01:00:00,10.7107160072856
747356,"Ocna Sugatag",23.9405,47.777,2021-10-19 01:00:00,10.6554661734237
747356,"Ocna Sugatag",23.9405,47.777,2021-10-20 01:00:00,10.6004081171751
747356,"Ocna Sugatag",23.9405,47.777,2021-10-21 01:00:00,10.5455540937848
747356,"Ocna Sugatag",23.9405,47.777,2021-10-22 01:00:00,10.4909168563286
747356,"Ocna Sugatag",23.9405,47.777,2021-10-23 01:00:00,10.4365096716086
747356,"Ocna Sugatag",23.9405,47.777,2021-10-24 01:00:00,10.3823463355833
747356,"Ocna Sugatag",23.9405,47.777,2021-10-25 01:00:00,10.3284411880043
747356,"Ocna Sugatag",23.9405,47.777,2021-10-26 01:00:00,10.2748091267215
747356,"Ocna Sugatag",23.9405,47.777,2021-10-27 01:00:00,10.2214656209946
747356,"Ocna Sugatag",23.9405,47.777,2021-10-28 01:00:00,10.1684267239438
747356,"Ocna Sugatag",23.9405,47.777,2021-10-29 01:00:00,10.1157090840075
747356,"Ocna Sugatag",23.9405,47.777,2021-10-30 01:00:00,10.0633299551408
747356,"Ocna Sugatag",23.9405,47.777,2021-10-31 01:00:00,10.0113072064188
747356,"Ocna Sugatag",23.9405,47.777,2021-11-01 00:00:00,9.95965932958656
747356,"Ocna Sugatag",23.9405,47.777,2021-11-02 00:00:00,9.90840544528431
747356,"Ocna Sugatag",23.9405,47.777,2021-11-03 00:00:00,9.85756530781587
747356,"Ocna Sugatag",23.9405,47.777,2021-11-04 00:00:00,9.80715930852625
747356,"Ocna Sugatag",23.9405,47.777,2021-11-05 00:00:00,9.7572084763315
747356,"Ocna Sugatag",23.9405,47.777,2021-11-06 00:00:00,9.70773447685771
747356,"Ocna Sugatag",23.9405,47.777,2021-11-07 00:00:00,9.65875960959329
747356,"Ocna Sugatag",23.9405,47.777,2021-11-08 00:00:00,9.61030680206087
747356,"Ocna Sugatag",23.9405,47.777,2021-11-09 00:00:00,9.56239960173766
747356,"Ocna Sugatag",23.9405,47.777,2021-11-10 00:00:00,9.51506216552522
747356,"Ocna Sugatag",23.9405,47.777,2021-11-11 00:00:00,9.46831924577554
747356,"Ocna Sugatag",23.9405,47.777,2021-11-12 00:00:00,9.42219617426395
747356,"Ocna Sugatag",23.9405,47.777,2021-11-13 00:00:00,9.37671884245343
